timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-06T14:57:19,codecarbon,69d7ff4c-b94d-42f0-84f4-5a70f54a4715,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,143.12570862800203,0.0019166161214843884,1.3391138041215675e-05,4.575917180198864,188.14306999605952,10.0,0.00018220432244853802,0.0035459417256399894,0.00039728201363608005,0.004125428061724607,0.0,Türkiye,TUR,istanbul,,,Linux-7.2.2-1-cachyos-x86_64-with-glibc2.44,3.10.21,3.3.0,16,AMD Ryzen 7 5800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,28.9529,41.0329,13.493183135986328,machine,2.097902097902098,37.44055944055944,53.29510489510489,7.191427937754384,N,1.0,0.0
